OrderID,CustomerID,DealDateTime,Sales
4863,24840,2014-05-15,759
4864,24769,2014-05-15,951
4865,14806,2014-05-15,984
4866,24777,2014-05-15,519
4871,14584,2014-05-15,21
4872,44710,2014-05-15,87
4874,44854,2014-05-15,839
4875,34596,2014-05-15,98
4876,34625,2014-05-15,419
4877,44647,2014-05-15,249
4878,14717,2014-05-15,691
4879,44828,2014-05-15,699
4880,24678,2014-05-15,218
4881,34730,2014-05-15,557
4882,24850,2014-05-15,228
4883,24592,2014-05-15,896
4884,44735,2014-05-15,733
4885,44717,2014-05-15,877
4886,24798,2014-05-15,995
4887,24648,2014-05-15,339
4888,44738,2014-05-15,85
4889,24638,2014-05-15,257
4890,34848,2014-05-15,374
4891,34580,2014-05-15,574
4892,14817,2014-05-15,12
4893,14797,2014-05-15,858
4894,34724,2014-05-15,625
4895,44569,2014-05-15,234
4896,14775,2014-05-15,644
4897,44814,2014-05-15,896
4898,24699,2014-05-15,18
4899,14615,2014-05-15,48
4900,44732,2014-05-15,891
4901,14817,2014-05-15,176
4903,24823,2014-05-15,189
4904,34650,2014-05-15,622
4905,24569,2014-05-15,580
4906,44792,2014-05-15,204
4907,34695,2014-05-15,494
4910,24619,2014-05-15,432
4912,44569,2014-05-15,185
4913,14778,2014-05-15,948
4914,24633,2014-05-15,368
4915,34855,2014-05-15,391
4916,44801,2014-05-15,940
4917,24849,2014-05-15,683
4918,44779,2014-05-15,52
4920,24720,2014-05-15,850
4921,44650,2014-05-15,327
4922,24590,2014-05-15,841
4923,14787,2014-05-15,23
4925,44792,2014-05-15,811
4927,34712,2014-05-15,9
4931,34831,2014-05-15,365
4932,34707,2014-05-15,631
4933,34631,2014-05-15,76
4934,34694,2014-05-15,836
4935,34625,2014-05-15,14
4936,44572,2014-05-15,465
4937,14605,2014-05-15,529
4938,14732,2014-05-15,998
4939,24766,2014-05-15,368
4940,44713,2014-05-15,890
4942,24624,2014-05-15,238
4944,14668,2014-05-15,30
4945,24680,2014-05-15,160
4946,34746,2014-05-15,926
4947,24756,2014-05-15,35
4948,44676,2014-05-15,129
4949,14709,2014-05-15,965
4950,44672,2014-05-15,501
4951,44851,2014-05-15,761
4952,44758,2014-05-15,293
4953,24577,2014-05-15,486
4954,14746,2014-05-15,354
4955,44862,2014-05-15,496
4956,44617,2014-05-15,572
4957,14585,2014-05-15,235
4958,34634,2014-05-15,988
4959,24576,2014-05-15,824
4960,24602,2014-05-15,411
4961,24717,2014-05-15,378
4962,34638,2014-05-15,686
4963,14750,2014-05-15,283
4964,24745,2014-05-15,845
4965,34781,2014-05-15,500
4966,14585,2014-05-15,336
4967,34760,2014-05-15,365
4968,34591,2014-05-15,799
4969,34819,2014-05-15,883
4970,34624,2014-05-15,486
4971,14823,2014-05-15,474
4972,24740,2014-05-15,819
4973,34814,2014-05-15,189
4974,24810,2014-05-15,351
4975,34672,2014-05-15,287
4976,24756,2014-05-15,248
4977,34846,2014-05-15,763
4978,24702,2014-05-15,145
4979,14694,2014-05-15,93
4980,24644,2014-05-15,540
4981,44689,2014-05-15,877
4982,24801,2014-05-15,166
4983,24609,2014-05-15,348
4984,34624,2014-05-15,824
4985,14769,2014-05-15,418
4986,14791,2014-05-15,391
4987,14569,2014-05-15,434
4988,14821,2014-05-15,228
4989,44604,2014-05-15,392
4990,44811,2014-05-15,783
4991,14706,2014-05-15,497
4992,24627,2014-05-15,281
4993,44738,2014-05-15,254
4994,14791,2014-05-15,317
4995,34608,2014-05-15,6
4996,24822,2014-05-15,247
4997,24600,2014-05-15,569
4998,14857,2014-05-15,2
4999,34580,2014-05-15,99
5000,34800,2014-05-15,450
5001,44814,2014-05-15,835
5002,34663,2014-05-15,672
5003,34656,2014-05-15,189
5004,14597,2014-05-15,214
5005,24732,2014-05-15,500
5006,34796,2014-05-15,159
5007,34762,2014-05-15,831
5008,24828,2014-05-15,602
5009,14747,2014-05-15,326
5010,24612,2014-05-15,537
5011,24570,2014-05-15,169
5012,44702,2014-05-15,843
5013,34582,2014-05-15,323
5014,14652,2014-05-15,64
5015,34714,2014-05-15,559
5016,14626,2014-05-15,56
5017,24674,2014-05-15,438
5018,24603,2014-05-15,4
5019,34835,2014-05-15,799
5020,24626,2014-05-15,800
5021,34832,2014-05-15,738
5022,24791,2014-05-15,954
5023,24650,2014-05-15,247
5024,34770,2014-05-15,966
5026,34666,2014-05-15,607
5028,34838,2014-05-15,430
5029,14789,2014-05-15,702
5030,34704,2014-05-15,486
5031,44728,2014-05-15,850
5032,34836,2014-05-15,235
5033,24697,2014-05-15,620
5034,34790,2014-05-15,858
5035,44857,2014-05-15,437
5036,44602,2014-05-15,322
5037,44635,2014-05-15,328
5038,34806,2014-05-15,18
5039,14778,2014-05-15,99
5040,14575,2014-05-15,993
5041,44838,2014-05-15,416
5043,14617,2014-05-15,322
5044,24764,2014-05-15,871
5045,44623,2014-05-15,864
5046,14593,2014-05-15,464
5047,24857,2014-05-15,642
5048,24848,2014-05-15,680
5049,24728,2014-05-15,735
5050,14711,2014-05-15,928
5051,14594,2014-05-15,936
5052,34776,2014-05-15,800
5054,14800,2014-05-15,18
5057,44783,2014-05-15,674
5058,24610,2014-05-15,868
5059,24761,2014-05-15,845
5060,44822,2014-05-15,813
5061,34593,2014-05-15,518
5062,14646,2014-05-15,838
5063,34847,2014-05-15,146
5064,24733,2014-05-15,401
5065,14787,2014-05-15,848
5066,44625,2014-05-15,442
5067,14656,2014-05-15,297
5068,44755,2014-05-15,42
5069,24670,2014-05-15,654
5070,14794,2014-05-15,158
5071,34657,2014-05-15,683
5072,34713,2014-05-15,16
5073,44706,2014-05-15,471
5074,34624,2014-05-15,926
5075,14575,2014-05-15,23
5076,34593,2014-05-15,801
5077,24727,2014-05-15,318
5078,14797,2014-05-15,326
5079,44858,2014-05-15,483
5080,14584,2014-05-15,265
5081,24581,2014-05-15,774
5083,24727,2014-05-15,811
5084,44848,2014-05-15,173
5085,34650,2014-05-15,342
5086,34822,2014-05-15,525
5087,14662,2014-05-15,78
5088,24817,2014-05-15,572
5089,44621,2014-05-15,926
5090,14632,2014-05-15,949
5091,44829,2014-05-15,553
5092,24650,2014-05-15,943
5093,44642,2014-05-15,133
5094,24816,2014-05-15,713
5095,14635,2014-05-15,844
5096,14865,2014-05-15,746
5097,14854,2014-05-15,183
5099,14700,2014-05-15,761
5100,24836,2014-05-15,616
5101,44754,2014-05-15,793
5102,24750,2014-05-15,902
5103,14829,2014-05-15,379
5104,14623,2014-05-15,876
5105,44602,2014-05-15,937
5106,24866,2014-05-15,358
5107,14650,2014-05-15,855
5108,44774,2014-05-15,877
5109,44759,2014-05-15,276
5110,14815,2014-05-15,701
5111,44659,2014-05-15,450
5112,44693,2014-05-15,891
5113,34780,2014-05-15,152
5114,24710,2014-05-15,627
5115,24848,2014-05-15,409
5116,14808,2014-05-15,191
5117,14784,2014-05-15,739
5118,24676,2014-05-15,217
5119,34679,2014-05-15,878
5120,24719,2014-05-15,757
5121,34574,2014-05-15,497
5122,34737,2014-05-15,890
5123,14694,2014-05-15,916
5124,14609,2014-05-15,966
5125,14753,2014-05-15,196
5126,24811,2014-05-15,316
5127,44582,2014-05-15,780
5128,14682,2014-05-15,50
5129,14767,2014-05-15,818
5130,24575,2014-05-15,784
5131,24855,2014-05-15,730
5132,44836,2014-05-15,195
5133,44789,2014-05-15,888
5134,24742,2014-05-15,64
5135,24862,2014-05-15,527
5136,24794,2014-05-15,673
5137,14839,2014-05-15,635
5138,44640,2014-05-15,355
5139,24849,2014-05-15,871
5142,44645,2014-05-15,379
5144,44734,2014-05-15,665
5145,24718,2014-05-15,978
5146,44592,2014-05-15,309
5147,44631,2014-05-15,135
5149,34585,2014-05-15,734
5152,24629,2014-05-15,83
5153,44578,2014-05-15,427
5154,14699,2014-05-15,899
5155,14592,2014-05-15,492
5156,44646,2014-05-15,65
5157,44620,2014-05-15,429
5158,44695,2014-05-15,194
5159,34612,2014-05-15,22
5160,14726,2014-05-15,440
5161,24666,2014-05-15,902
5162,44754,2014-05-15,570
5163,44753,2014-05-15,528
5164,24618,2014-05-15,581
5165,14579,2014-05-15,165
5166,14589,2014-05-15,235
5167,14677,2014-05-15,602
5168,44705,2014-05-15,985
5169,14605,2014-05-15,182
5170,24725,2014-05-15,722
5171,14619,2014-05-15,947
5172,34685,2014-05-15,529
5173,44838,2014-05-15,986
5174,34863,2014-05-15,539
5175,44785,2014-05-15,680
5176,34676,2014-05-15,249
5177,34636,2014-05-15,655
5178,34678,2014-05-15,366
5179,24787,2014-05-15,283
5180,14667,2014-05-15,997
5181,14765,2014-05-15,113
5182,24640,2014-05-15,996
5183,14692,2014-05-15,682
5184,34791,2014-05-15,981
5185,24705,2014-05-15,542
5186,44786,2014-05-15,951
5187,14677,2014-05-15,428
5189,34570,2014-05-15,361
5190,44832,2014-05-15,933
5191,24745,2014-05-15,133
5192,44840,2014-05-15,441
5193,34755,2014-05-15,311
5194,14858,2014-05-15,407
5195,34757,2014-05-15,783
5196,44802,2014-05-15,657
5197,34679,2014-05-15,82
5198,14583,2014-05-15,219
5199,44825,2014-05-15,562
5200,44827,2014-05-15,24
5201,14643,2014-05-15,239
5202,44825,2014-05-15,860
5203,44639,2014-05-15,711
5204,24634,2014-05-15,295
5205,34710,2014-05-15,626
5207,14602,2014-05-15,65
5208,24731,2014-05-15,953
5209,34726,2014-05-15,183
5210,44643,2014-05-15,479
5211,44643,2014-05-15,798
5212,14691,2014-05-15,426
5214,34798,2014-05-15,348
5215,24856,2014-05-15,138
5216,34674,2014-05-15,409
5217,24684,2014-05-15,102
5218,14621,2014-05-15,540
5219,44749,2014-05-15,219
5220,24854,2014-05-15,243
5221,24666,2014-05-15,924
5222,44684,2014-05-15,426
5223,24855,2014-05-15,547
5224,34777,2014-05-15,457
5225,14600,2014-05-15,389
5226,44843,2014-05-15,716
5227,44683,2014-05-15,804
5228,14819,2014-05-15,552
5229,24732,2014-05-15,417
5230,34714,2014-05-15,222
5231,24646,2014-05-15,313
5232,24829,2014-05-15,862
5233,44818,2014-05-15,700
5234,34865,2014-05-15,961
5235,34597,2014-05-15,775
5236,44587,2014-05-15,75
5238,24587,2014-05-15,507
5239,44616,2014-05-15,670
5240,14849,2014-05-15,378
5241,24802,2014-05-15,415
5242,44851,2014-05-15,507
5243,34732,2014-05-15,845
5244,24823,2014-05-15,287
5245,44767,2014-05-15,535
5246,24666,2014-05-15,905
5247,24749,2014-05-15,800
5248,24746,2014-05-15,187
5249,44731,2014-05-15,419
5250,24741,2014-05-15,516
5251,34816,2014-05-15,114
5252,34594,2014-05-15,77
5253,34692,2014-05-15,684
5254,34698,2014-05-15,474
5255,44790,2014-05-15,385
5256,14817,2014-05-15,698
5257,34839,2014-05-15,566
5258,14834,2014-05-15,347
5259,14596,2014-05-15,938
5260,44738,2014-05-15,184
5261,44842,2014-05-15,339
5262,44677,2014-05-15,244
5263,34734,2014-05-15,43
5264,24765,2014-05-15,840
5265,24583,2014-05-15,259
5266,14825,2014-05-15,977
5267,44855,2014-05-15,765
5269,44754,2014-05-15,200
5270,44665,2014-05-15,495
5271,34853,2014-05-15,95
5272,24861,2014-05-15,28
5273,34827,2014-05-15,516
5275,44638,2014-05-15,375
5276,44823,2014-05-15,717
5277,34712,2014-05-15,109
5278,44841,2014-05-15,372
5279,14585,2014-05-15,841
5280,24854,2014-05-15,768
5281,24626,2014-05-15,251
5282,44814,2014-05-15,600
5283,24759,2014-05-15,847
5284,34593,2014-05-15,955
5285,34649,2014-05-15,265
5286,14780,2014-05-15,532
5287,24628,2014-05-15,368
5288,24843,2014-05-15,830
5289,44816,2014-05-15,185
5290,44703,2014-05-15,55
5291,14844,2014-05-15,324
5292,44585,2014-05-15,402
5293,24767,2014-05-15,867
5294,44660,2014-05-15,701
5295,14570,2014-05-15,920
5296,14598,2014-05-15,751
5297,24653,2014-05-15,331
5298,34615,2014-05-15,692
5300,44847,2014-05-15,189
5301,24818,2014-05-15,7
5302,14576,2014-05-15,509
5303,14594,2014-05-15,801
5304,44596,2014-05-15,961
5305,34682,2014-05-15,491
5307,44616,2014-05-15,604
5308,44639,2014-05-15,339
5309,44813,2014-05-15,898
5310,34687,2014-05-15,488
5311,24757,2014-05-15,778
5312,14831,2014-05-15,81
5313,34656,2014-05-15,254
5314,14687,2014-05-15,77
5315,24650,2014-05-15,108
5316,44634,2014-05-15,619
5317,34571,2014-05-15,938
5318,24662,2014-05-15,610
5319,24792,2014-05-15,699
5320,44832,2014-05-15,734
5321,14700,2014-05-15,987
5322,14823,2014-05-15,68
5323,14850,2014-05-15,678
5324,34655,2014-05-15,607
5325,44623,2014-05-15,935
5326,34604,2014-05-15,747
5327,34726,2014-05-15,454
5328,34573,2014-05-15,695
5329,24771,2014-05-15,231
5330,44609,2014-05-15,771
5331,14594,2014-05-15,818
5332,44863,2014-05-15,524
5333,34724,2014-05-15,74
5334,34649,2014-05-15,774
5335,34677,2014-05-15,426
5336,14602,2014-05-15,830
5337,44702,2014-05-15,569
5338,24845,2014-05-15,611
5339,14740,2014-05-15,405
5342,14695,2014-05-15,748
5343,44767,2014-05-15,941
5344,14744,2014-05-15,189
5345,44598,2014-05-15,443
5346,14799,2014-05-15,718
5347,34662,2014-05-15,715
5348,14857,2014-05-15,878
5349,34656,2014-05-15,459
5350,24739,2014-05-15,275
5351,44775,2014-05-15,81
5352,14755,2014-05-15,784
5353,14704,2014-05-15,194
5354,44799,2014-05-15,512
5355,44710,2014-05-15,979
5356,14597,2014-05-15,147
5357,14832,2014-05-15,20
5358,44794,2014-05-15,880
5359,44737,2014-05-15,483
5360,14745,2014-05-15,832
5361,24678,2014-05-15,557
5362,24824,2014-05-15,815
5363,44674,2014-05-15,138
5364,34810,2014-05-15,880
5365,24693,2014-05-15,69
5366,44726,2014-05-15,58
5367,44581,2014-05-15,525
5368,34582,2014-05-15,473
5369,44614,2014-05-15,712
5370,44636,2014-05-15,152
5371,24641,2014-05-15,978
5372,44770,2014-05-15,661
5373,24773,2014-05-15,470
5374,24784,2014-05-15,832
5375,14656,2014-05-15,573
5376,14675,2014-05-15,800
5377,44743,2014-05-15,197
5378,14683,2014-05-15,878
5379,24637,2014-05-15,709
5380,44852,2014-05-15,80
5381,24794,2014-05-15,277
5382,24789,2014-05-15,885
5383,24794,2014-05-15,457
5384,24677,2014-05-15,641
5385,24712,2014-05-15,624
5386,14618,2014-05-15,20
5387,24667,2014-05-15,575
5388,34760,2014-05-15,176
5389,44718,2014-05-15,749
5390,44749,2014-05-15,969
5391,24783,2014-05-15,893
5392,14849,2014-05-15,445
5393,24624,2014-05-15,600
5394,14673,2014-05-15,957
5395,34621,2014-05-15,80
5396,24595,2014-05-15,638
5397,34636,2014-05-15,371
5398,14850,2014-05-15,983
5399,24780,2014-05-15,404
5400,14772,2014-05-15,446
5401,14749,2014-05-15,565
5402,34581,2014-05-15,260
5403,24795,2014-05-15,499
5404,44852,2014-05-15,536
5405,24712,2014-05-15,331
5406,14693,2014-05-15,726
5407,24795,2014-05-15,381
5408,44673,2014-05-15,589
5432,44698,2014-05-15,193
5433,14607,2014-05-15,130
5435,34771,2014-05-15,607
5440,14646,2014-05-15,197
5442,14673,2014-05-15,611
5445,14670,2014-05-15,43
5446,44832,2014-05-15,153
5447,44638,2014-05-15,80
5448,34864,2014-05-15,9
5453,44727,2014-05-16,436
5454,24704,2014-05-16,853
5456,34663,2014-05-16,225
5457,14694,2014-05-16,975
5458,34682,2014-05-16,386
5459,44748,2014-05-16,345
5461,14580,2014-05-16,541
5463,34660,2014-05-16,235
5467,14609,2014-05-16,390
5468,34709,2014-05-16,647
5470,34655,2014-05-16,250
5471,44585,2014-05-16,570
5472,44866,2014-05-16,991
5475,24867,2014-05-16,752
5476,14602,2014-05-16,780
5478,34830,2014-05-16,999
5479,34771,2014-05-16,636
5483,14761,2014-05-16,527
5486,44815,2014-05-16,496
5487,44625,2014-05-16,693
5493,34670,2014-05-16,177
5494,34739,2014-05-16,243
5495,34775,2014-05-16,932
5509,24807,2014-05-16,290
5511,34757,2014-05-16,285
5522,14864,2014-05-16,578
5526,24858,2014-05-16,804
5527,44654,2014-05-16,92
5529,14803,2014-05-16,790
5532,34602,2014-05-16,294
5533,14637,2014-05-16,941
5535,24637,2014-05-16,420
5538,34603,2014-05-16,565
5539,24703,2014-05-16,71
5541,44719,2014-05-16,653
5550,14792,2014-05-16,835
5556,44638,2014-05-16,833
5561,24692,2014-05-16,619
5563,14687,2014-05-16,358
5572,44730,2014-05-16,158
5577,24605,2014-05-16,768
5584,44799,2014-05-16,485
5586,44582,2014-05-16,993
5587,44627,2014-05-16,168
5590,34822,2014-05-16,832
5592,14648,2014-05-17,90
5594,14612,2014-05-17,430
5600,24856,2014-05-17,369
5605,34623,2014-05-17,597
5610,14638,2014-05-17,225
5613,24770,2014-05-17,462
5615,44710,2014-05-17,470
5630,14843,2014-05-17,459
5631,14789,2014-05-17,616
5634,24787,2014-05-17,716
5644,44859,2014-05-17,297
5646,14659,2014-05-17,374
5650,44584,2014-05-17,644
5651,34590,2014-05-17,939
5671,44766,2014-05-17,6
5672,44709,2014-05-17,569
5677,44589,2014-05-17,658
5684,24820,2014-05-17,539
5685,14792,2014-05-17,892
5686,34568,2014-05-17,974
5703,44570,2014-05-17,871
5704,44610,2014-05-17,537
5705,34596,2014-05-17,85
5717,44590,2014-05-17,546
5722,34770,2014-05-17,753
5725,44831,2014-05-17,514
5732,14675,2014-05-17,152
5739,34784,2014-05-17,615
5741,14668,2014-05-17,427
5742,34797,2014-05-17,948
5745,34773,2014-05-17,110
5750,44801,2014-05-18,355
5752,14815,2014-05-18,557
5756,14607,2014-05-18,109
5758,44569,2014-05-18,269
5759,44583,2014-05-18,373
5771,44610,2014-05-18,956
5772,14617,2014-05-18,654
5773,34740,2014-05-18,913
5774,24605,2014-05-18,143
5775,14580,2014-05-18,746
5776,34587,2014-05-18,49
5777,24799,2014-05-18,267
5778,44696,2014-05-18,392
5779,24616,2014-05-18,916
5780,44706,2014-05-18,727
5781,34822,2014-05-18,452
5782,44664,2014-05-18,666
5783,34580,2014-05-18,301
5784,14740,2014-05-18,536
5785,24659,2014-05-18,362
5786,24796,2014-05-18,173
5787,14743,2014-05-18,335
5788,14782,2014-05-18,676
5789,14618,2014-05-18,701
5790,34727,2014-05-18,81
5791,24866,2014-05-18,274
5792,14716,2014-05-18,227
5793,34764,2014-05-18,665
5794,44821,2014-05-18,522
5795,14865,2014-05-18,459
5796,44834,2014-05-18,284
5797,14712,2014-05-18,425
5798,34835,2014-05-18,906
5799,34605,2014-05-18,215
5800,34867,2014-05-18,378
5801,14852,2014-05-18,336
5802,14761,2014-05-18,293
5803,14689,2014-05-18,483
5804,24749,2014-05-18,796
5805,24703,2014-05-18,121
5806,24700,2014-05-18,281
5807,44774,2014-05-18,342
5808,44598,2014-05-18,491
5809,44833,2014-05-18,712
5810,44683,2014-05-18,773
5811,14776,2014-05-18,456
5812,44710,2014-05-18,683
5813,34789,2014-05-18,290
5814,34664,2014-05-18,898
5815,24570,2014-05-18,305
5816,24791,2014-05-18,331
5817,14866,2014-05-18,986
5818,44767,2014-05-18,963
5819,34673,2014-05-18,699
5820,44754,2014-05-18,643
5821,14729,2014-05-18,800
5822,44850,2014-05-18,912
5823,44743,2014-05-18,703
5824,34835,2014-05-18,6
5825,34861,2014-05-18,595
5826,44598,2014-05-18,631
5827,14689,2014-05-18,683
5829,34663,2014-05-18,625
5830,34857,2014-05-18,761
5831,24575,2014-05-18,379
5832,44861,2014-05-18,556
5833,44629,2014-05-18,593
5834,34830,2014-05-18,411
5835,44797,2014-05-18,879
5836,44795,2014-05-18,777
5837,24816,2014-05-18,834
5838,14715,2014-05-18,22
5839,44817,2014-05-18,793
5840,44787,2014-05-18,734
5841,34626,2014-05-18,308
5842,34811,2014-05-18,599
5843,34656,2014-05-18,782
5844,44648,2014-05-18,589
5845,44665,2014-05-18,749
5846,34581,2014-05-18,343
5847,34715,2014-05-18,755
5848,44574,2014-05-18,558
5849,14781,2014-05-18,726
5850,34666,2014-05-18,919
5851,44770,2014-05-18,953
5852,24793,2014-05-18,644
5853,24755,2014-05-18,182
5854,24625,2014-05-18,965
5855,44791,2014-05-18,369
5856,44793,2014-05-18,507
5857,44613,2014-05-18,543
5858,14801,2014-05-18,217
5859,24832,2014-05-18,842
5860,44774,2014-05-18,842
5861,14644,2014-05-18,413
5862,24692,2014-05-18,522
5863,44665,2014-05-18,977
5867,14678,2014-05-18,718
5869,24844,2014-05-18,212
5870,14729,2014-05-18,336
5871,44573,2014-05-18,392
5872,14751,2014-05-18,781
5873,14733,2014-05-18,125
5874,24686,2014-05-18,362
5875,44642,2014-05-18,195
5876,44749,2014-05-18,639
5877,14749,2014-05-18,500
5878,34629,2014-05-18,150
5881,34795,2014-05-18,520
5882,34685,2014-05-18,190
5883,14793,2014-05-18,804
5884,34834,2014-05-18,221
5885,44716,2014-05-18,681
5887,44713,2014-05-18,549
5888,14707,2014-05-18,639
5889,44615,2014-05-18,75
5890,34740,2014-05-18,43
5891,14751,2014-05-18,434
5892,14734,2014-05-18,368
5893,44712,2014-05-18,952
5894,14591,2014-05-18,97
5895,24658,2014-05-18,689
